qr_file,decoded_text,label,label_name
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_134_benign_images.png,https://www.politico.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_135_benign_images.png,https://www.saveur.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_136_benign_images.png,https://towardsdatascience.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_137_benign_images.png,https://www.bbcgoodfood.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_138_benign_images.png,https://www.rulequest.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_139_benign_images.png,https://journals.plos.org/plosone/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_13_benign_images.png,https://essxnyc.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_140_benign_images.png,https://www.holidify.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_141_benign_images.png,https://www.ajio.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_142_benign_images.png,https://www.olacabs.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_143_benign_images.png,https://www.swiggy.com/home,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_144_benign_images.png,https://www.bbc.com/news,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_145_benign_images.png,https://haldiramsminutekhana.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_146_benign_images.png,https://jaipurgolden.in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_147_benign_images.png,https://www.sportingnews.com/in,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_148_benign_images.png,https://www.culinaryhill.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_149_benign_images.png,https://docs.github.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_14_benign_images.png,https://evernote.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_150_benign_images.png,https://ec.europa.eu/eurostat/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_151_benign_images.png,https://www.cnbc.com/finance/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_152_benign_images.png,https://foe.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_153_benign_images.png,https://weworkremotely.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_154_benign_images.png,https://www.britannica.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_155_benign_images.png,https://www.theodinproject.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_156_benign_images.png,https://www.coursera.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_157_benign_images.png,https://www.hackerrank.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_158_benign_images.png,https://notability.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_159_benign_images.png,https://www.hotstar.com/in/home?ref=%2Fin,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_15_benign_images.png,https://asana.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_160_benign_images.png,https://my.clevelandclinic.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_161_benign_images.png,https://whc.unesco.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_162_benign_images.png,https://public.wmo.int/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_163_benign_images.png,https://www.pinterest.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_164_benign_images.png,https://klcs.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_165_benign_images.png,https://www.infosecurity-magazine.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_166_benign_images.png,https://www.americastestkitchen.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_167_benign_images.png,https://devdocs.io/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_168_benign_images.png,https://www.outsourcey.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_169_benign_images.png,https://www.edf.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_16_benign_images.png,https://www.rescuetime.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_170_benign_images.png,https://www.shutterbean.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_171_benign_images.png,https://webcast.berkeley.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_172_benign_images.png,https://en.wiktionary.org/wiki/Wiktionary:Main_Page,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_173_benign_images.png,https://www.jamieoliver.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_174_benign_images.png,https://www.manchester.ac.uk/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_175_benign_images.png,https://online-learning.harvard.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_176_benign_images.png,https://www.djangoproject.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_177_benign_images.png,https://www.ediblecommunities.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_178_benign_images.png,https://thehackernews.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_179_benign_images.png,https://www.cookingchanneltv.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_17_benign_images.png,https://www.unep.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_180_benign_images.png,https://www.cfa.harvard.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_181_benign_images.png,https://www.wnba.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_182_benign_images.png,https://www.verywellmind.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_183_benign_images.png,https://wholefully.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_184_benign_images.png,https://www.skyscanner.co.in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_185_benign_images.png,https://pomodoneapp.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_186_benign_images.png,https://www.youtube.com/user/bonappetitdotcom,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_187_benign_images.png,https://www.fast.ai/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_188_benign_images.png,https://dictionary.cambridge.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_189_benign_images.png,https://dp.la/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_18_benign_images.png,https://ai.googleblog.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_190_benign_images.png,https://www.robinhood.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_191_benign_images.png,https://data.nasa.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_192_benign_images.png,https://tastesbetterfromscratch.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_193_benign_images.png,https://www.fool.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_194_benign_images.png,https://www.howsweeteats.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_195_benign_images.png,https://savannah.gnu.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_196_benign_images.png,https://academicearth.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_197_benign_images.png,https://www.heart.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_198_benign_images.png,https://packetstormsecurity.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_199_benign_images.png,https://securityledger.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_19_benign_images.png,https://www.moviesite.co.za/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_1_benign_images.png,https://www.justdial.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_200_benign_images.png,https://www.openstreetmap.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_201_benign_images.png,https://valkyries.wnba.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_202_benign_images.png,https://www.thecookierookie.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_203_benign_images.png,https://www.healthline.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_204_benign_images.png,https://www.accessbankplc.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_205_benign_images.png,https://www.youtube.com/c/TheKitchn,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_206_benign_images.png,https://www.nist.gov/cyberframework,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_207_benign_images.png,https://cybersecurityventures.com/blog/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_208_benign_images.png,https://threatpost.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_209_benign_images.png,https://www.agoda.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_20_benign_images.png,https://www.brilliant.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_210_benign_images.png,https://css-tricks.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_211_benign_images.png,https://www.halfbakedharvest.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_212_benign_images.png,https://www.birmingham.ac.uk/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_213_benign_images.png,https://www.pexels.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_214_benign_images.png,https://www.codewars.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_215_benign_images.png,https://www.wri.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_216_benign_images.png,https://www.bugcrowd.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_217_benign_images.png,https://www.deepmind.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_218_benign_images.png,https://gamefaqs.gamespot.com/gba/914608-dragon-ball-z-the-legacy-of-goku-ii/faqs,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_219_benign_images.png,https://www.indiamart.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_21_benign_images.png,https://www.themediterraneandish.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_220_benign_images.png,https://www.apache.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_221_benign_images.png,https://www.csail.mit.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_222_benign_images.png,https://www.seti.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_223_benign_images.png,https://threatvector.cylance.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_224_benign_images.png,https://www.healthyseasonalrecipes.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_225_benign_images.png,https://www.smashingmagazine.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_226_benign_images.png,https://nodejs.org/en/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_227_benign_images.png,https://www.bonappetit.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_228_benign_images.png,https://hired.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_229_benign_images.png,https://codepen.io/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_22_benign_images.png,https://www.sterkinekor.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_230_benign_images.png,https://pandas.pydata.org/docs/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_231_benign_images.png,https://www.nps.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_232_benign_images.png,https://www.greenpeace.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_233_benign_images.png,https://www.homemadebycarmona.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_234_benign_images.png,https://www.tryhackme.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_235_benign_images.png,https://www.ikea.com/in/en/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_236_benign_images.png,https://mars.nasa.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_237_benign_images.png,https://kara.com.ng/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_238_benign_images.png,https://www.kaggle.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_239_benign_images.png,https://www.ricksteves.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_23_benign_images.png,https://www.spoonforkbacon.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_240_benign_images.png,https://www.scientificamerican.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_241_benign_images.png,https://ocw.mit.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_242_benign_images.png,https://www.eatyourselfskinny.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_243_benign_images.png,https://www.justonecookbook.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_244_benign_images.png,https://www.merriam-webster.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_245_benign_images.png,https://www.vanguard.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_246_benign_images.png,https://ed.ted.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_247_benign_images.png,https://alison.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_248_benign_images.png,https://www.adidas.co.in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_249_benign_images.png,https://www.terraform.io/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_24_benign_images.png,https://www.rust-lang.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_250_benign_images.png,https://doaj.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_251_benign_images.png,https://evernote.com/webclipper,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_252_benign_images.png,https://wutarick.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_253_benign_images.png,https://www.washingtonpost.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_254_benign_images.png,https://www.zoom.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_255_benign_images.png,https://cookieandkate.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_256_benign_images.png,https://www.artsy.net/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_257_benign_images.png,https://www.fontsquirrel.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_258_benign_images.png,https://www.aldoshoes.in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_259_benign_images.png,https://alexandracooks.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_25_benign_images.png,https://www.gutenberg.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_260_benign_images.png,https://www.skyscanner.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_261_benign_images.png,https://www.worldbank.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_262_benign_images.png,https://www.sec.gov/edgar.shtml,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_263_benign_images.png,https://www.linkedin.com/learning/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_264_benign_images.png,https://www.cookinglight.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_265_benign_images.png,https://www.allrecipes.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_266_benign_images.png,https://baccabucci.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_267_benign_images.png,https://cookpad.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_268_benign_images.png,https://americacomesalive.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_269_benign_images.png,https://www.flipkart.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_26_benign_images.png,https://bitbucket.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_270_benign_images.png,https://www.theverge.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_271_benign_images.png,https://nvd.nist.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_272_benign_images.png,https://arxiv.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_273_benign_images.png,https://opensource.org/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_274_benign_images.png,https://www.nike.com/in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_275_benign_images.png,https://ai.facebook.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_276_benign_images.png,https://www.vogue.in/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_277_benign_images.png,https://www.textkernel.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_278_benign_images.png,https://github.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_279_benign_images.png,https://www.mathway.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_27_benign_images.png,https://www.bankofamerica.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_280_benign_images.png,https://thewoksoflife.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_281_benign_images.png,https://www.rachaelray.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_282_benign_images.png,https://fossa.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_283_benign_images.png,https://www.marketwatch.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_284_benign_images.png,https://www.nih.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_285_benign_images.png,https://www.census.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_286_benign_images.png,https://online.stanford.edu/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_287_benign_images.png,https://www.investopedia.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_288_benign_images.png,https://www.williams-sonoma.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_289_benign_images.png,https://sproutedkitchen.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_28_benign_images.png,https://www.economist.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_290_benign_images.png,https://www.udacity.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_291_benign_images.png,https://www.bloomberg.com/markets,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_292_benign_images.png,https://slack.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_293_benign_images.png,https://eric.ed.gov/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_294_benign_images.png,https://www.schwab.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_295_benign_images.png,https://www.darkreading.com/,0,benign
1000 QR Images of Malicious and Benign QR codes 2025/benign_qr_images_500/qr_296_benign_images.png,https://toggl.com/,0,benign
